Latitude,Longitude
35.7341184,139.8099738
35.7341185,139.8099738
35.7341184,139.8099742
35.7341182,139.80997449999998
35.734118099999996,139.8099747
35.734118099999996,139.8099749
35.7341178,139.8099755
35.7341176,139.8099758
35.7341176,139.8099761
35.7341176,139.8099761
35.7341177,139.809976
35.7341177,139.8099762
35.7341177,139.8099763
35.7341177,139.80997639999998
35.7341178,139.8099765
35.734117999999995,139.8099762
35.734117999999995,139.8099762
35.734117999999995,139.8099765
35.734118099999996,139.80997639999998
35.7341185,139.80997589999998
35.734118599999995,139.80997589999998
35.7341189,139.8099756
35.7341189,139.8099756
35.734119,139.8099756
35.7341191,139.8099755
35.7341189,139.8099758
35.7341188,139.8099762
35.7341173,139.8099746
35.7341165,139.8099734
35.734116,139.8099727
35.7341157,139.8099722
