Latitude,Longitude
35.7359588,139.80995869999998
35.7359587,139.8099588
35.735958499999995,139.8099591
35.7359586,139.8099591
35.7359586,139.80995919999998
35.7359586,139.8099591
35.7359587,139.80995919999998
35.7359587,139.8099593
35.735958499999995,139.80995919999998
35.7359586,139.80995919999998
35.7359587,139.8099593
35.7359588,139.8099594
35.7359588,139.8099593
35.7359587,139.8099593
35.7359588,139.8099595
35.7359588,139.8099593
35.7359589,139.80995919999998
35.7359588,139.8099594
35.735959,139.8099594
35.735959099999995,139.80995919999998
35.735959099999995,139.8099593
35.735959099999995,139.8099594
35.735959099999995,139.8099594
35.735959199999996,139.8099594
35.735959099999995,139.8099594
35.7359595,139.8099594
35.7359595,139.8099591
35.7359596,139.8099591
35.7359595,139.8099591
35.7359593,139.8099591
35.735959099999995,139.80995919999998
35.7359588,139.809959
35.7359586,139.8099589
35.735958499999995,139.8099588
35.735958499999995,139.8099588
35.7359583,139.80995869999998
35.7359583,139.8099588
35.7359582,139.8099589
35.735958,139.8099591
35.735958,139.8099598
35.735958,139.80996009999998
35.735958,139.8099605
35.735957899999995,139.8099607
35.7359578,139.80996059999998
35.7359577,139.80996059999998
35.7359576,139.80996059999998
35.7359577,139.8099604
35.7359577,139.8099602
35.7359577,139.8099602
35.735957899999995,139.80996
35.7359578,139.8099599
35.735958,139.80996
35.735957899999995,139.8099599
35.735957899999995,139.8099599
35.735958,139.80996009999998
35.735957899999995,139.80996009999998
35.735958,139.80996009999998
35.735958,139.8099602
35.7359581,139.8099603
35.7359581,139.8099603
35.7359581,139.8099603
35.7359581,139.8099604
35.735958,139.8099603
35.735958,139.8099603
35.735958,139.8099602
35.735958,139.80996009999998
35.735958,139.80996009999998
35.735958,139.8099602
35.735957899999995,139.8099605
35.7359581,139.80996009999998
35.7359581,139.8099599
35.735958,139.8099599
35.7359582,139.8099599
35.7359581,139.8099599
35.7359582,139.8099599
35.7359582,139.8099599
35.7359582,139.8099599
35.7359582,139.8099599
35.7359582,139.80996
35.7359581,139.80996
35.7359581,139.80996
35.7359581,139.80996
35.7359582,139.80996009999998
35.7359582,139.80996
35.7359582,139.80996009999998
35.7359583,139.8099602
35.7359582,139.8099603
35.7359583,139.8099603
35.7359583,139.8099604
35.7359583,139.8099604
35.7359583,139.8099605
35.7359583,139.8099605
35.7359583,139.8099605
35.7359583,139.80996059999998
35.7359582,139.8099607
35.7359582,139.8099607
35.7359581,139.8099609
35.7359581,139.809961
35.7359582,139.80996109999998
35.7359581,139.80996109999998
35.7359581,139.80996109999998
35.7359581,139.80996109999998
35.7359581,139.80996109999998
35.7359581,139.809961
35.735958,139.809961
35.735958,139.809961
35.735958,139.809961
35.735958,139.809961
35.735958,139.80996109999998
35.735957899999995,139.8099612
35.735958,139.8099614
35.735958,139.80996159999998
35.735958,139.80996159999998
35.735958,139.8099617
35.7359581,139.8099622
35.7359582,139.8099624
35.7359581,139.8099624
35.735958,139.8099626
35.7359578,139.80996249999998
35.735957299999995,139.8099624
35.735957299999995,139.8099624
35.7359571,139.8099624
35.735957,139.8099624
35.735957,139.80996249999998
35.735957,139.80996249999998
35.735957,139.80996249999998
35.7359569,139.8099624
35.7359569,139.80996249999998
35.735957,139.8099624
35.7359572,139.8099624
35.7359571,139.8099622
35.7359571,139.8099621
35.7359571,139.8099622
35.7359564,139.8099619
35.7359563,139.8099617
35.7359562,139.8099615
35.7359564,139.8099618
35.7359565,139.8099617
35.7359564,139.80996159999998
35.7359574,139.809961
35.7359574,139.80996109999998
35.7359574,139.8099615
35.735957299999995,139.8099615
35.7359572,139.8099614
35.7359572,139.8099614
35.7359571,139.8099613
35.735957,139.809961
35.7359569,139.8099608
35.735957,139.80996059999998
35.7359569,139.80996009999998
35.7359569,139.80996
35.7359569,139.8099599
35.7359569,139.8099599
35.735957,139.80995959999998
35.7359572,139.80995869999998
35.7359571,139.8099585
35.735957,139.8099571
35.7359569,139.8099566
35.7359569,139.8099562
35.7359566,139.80995529999998
35.7359565,139.8099542
35.7359563,139.8099536
35.7359563,139.809953
35.7359563,139.8099518
35.7359563,139.8099512
35.7359564,139.80995009999998
35.7359563,139.8099493
35.7359562,139.8099489
35.735956099999996,139.8099484
35.735956,139.8099479
35.7359559,139.8099473
35.7359557,139.8099461
35.735955499999996,139.8099456
35.7359556,139.8099446
35.735955499999996,139.8099435
35.7359556,139.80994289999998
35.735955499999996,139.8099421
35.7359556,139.8099406
35.7359557,139.80993949999998
35.7359556,139.8099388
35.7359557,139.8099368
35.735955499999996,139.80993519999998
35.7359554,139.8099346
35.7359553,139.8099322
35.7359554,139.8099315
35.7359553,139.8099299
35.7359551,139.8099291
35.7359548,139.8099263
35.7359547,139.80992569999998
35.7359544,139.8099246
35.7359541,139.8099238
35.7359541,139.80992329999998
35.7359542,139.8099229
35.7359544,139.8099225
35.7359545,139.8099211
35.7359547,139.8099205
35.7359547,139.8099186
35.7359546,139.8099177
35.735954299999996,139.8099164
35.7359542,139.809915
35.7359541,139.8099143
35.7359539,139.8099136
35.735954,139.8099129
35.735954,139.8099121
35.7359539,139.80991129999998
35.7359539,139.8099104
35.7359539,139.8099091
35.7359539,139.8099083
35.7359539,139.8099076
35.735953699999996,139.8099067
35.735953699999996,139.8099059
35.7359535,139.80990509999998
35.7359535,139.8099044
35.7359534,139.8099037
35.7359534,139.8099029
35.7359534,139.80990219999998
35.7359533,139.809899
35.7359534,139.8098983
35.7359533,139.80989739999998
35.7359532,139.8098967
35.7359532,139.8098959
35.735953099999996,139.8098952
35.735953099999996,139.8098944
35.7359529,139.8098937
35.7359529,139.8098928
35.7359528,139.8098919
35.7359527,139.809891
35.7359529,139.8098903
35.7359527,139.8098863
35.7359523,139.8098823
35.7359523,139.80988159999998
35.7359523,139.8098808
35.7359523,139.8098791
35.7359523,139.80987819999999
35.735952399999995,139.8098774
35.735952399999995,139.8098765
35.7359523,139.8098747
35.7359523,139.809874
35.7359521,139.8098721
35.735951899999996,139.8098713
35.735951799999995,139.8098704
35.7359517,139.8098686
35.7359517,139.80986769999998
35.7359514,139.8098659
35.7359515,139.809865
35.7359514,139.8098633
35.7359514,139.8098623
35.7359511,139.80986149999998
35.7359511,139.80986049999998
35.7359509,139.8098578
35.7359509,139.809857
35.7359508,139.80985529999998
35.7359508,139.80985429999998
35.7359508,139.8098535
35.7359507,139.80985189999998
35.735950599999995,139.8098493
35.7359505,139.8098484
35.7359503,139.8098465
35.7359501,139.8098439
35.735949999999995,139.8098412
35.7359499,139.80983949999998
35.7359499,139.8098378
35.7359498,139.8098367
35.7359497,139.8098351
35.7359495,139.80983329999998
35.7359493,139.8098306
35.7359492,139.8098281
35.7359492,139.8098273
35.7359489,139.8098249
35.7359487,139.8098241
35.7359486,139.8098234
35.7359486,139.80982269999998
35.7359484,139.8098205
35.7359485,139.80981889999998
35.7359485,139.8098181
35.7359485,139.8098174
35.7359485,139.8098158
35.735948199999996,139.8098143
35.7359481,139.8098135
35.7359481,139.80981269999998
35.735948,139.8098111
35.735948,139.8098086
35.735948,139.80980599999998
35.7359478,139.8098043
35.735947599999996,139.8098009
35.7359475,139.8098
35.7359474,139.8097992
35.7359475,139.80979829999998
35.7359475,139.8097975
35.7359474,139.8097958
35.7359474,139.80979489999999
35.735946999999996,139.8097923
35.7359469,139.8097913
35.7359468,139.80979059999999
35.7359468,139.80978969999998
35.7359468,139.80978869999998
35.7359467,139.80978729999998
35.7359467,139.8097865
35.7359467,139.8097857
35.7359467,139.8097848
35.7359466,139.8097831
35.735946399999996,139.8097823
35.7359462,139.80978059999998
35.7359461,139.809778
35.735946,139.80977719999998
35.7359461,139.8097764
35.7359461,139.8097749
35.735946,139.8097732
35.7359459,139.8097723
35.735945799999996,139.8097716
35.7359455,139.8097699
35.7359453,139.80976809999999
35.7359454,139.8097673
35.7359453,139.8097665
35.7359454,139.809764
35.7359453,139.8097623
35.735945099999995,139.8097604
35.735945099999995,139.8097597
35.7359449,139.8097587
35.7359447,139.8097577
35.735944599999996,139.809756
35.7359447,139.809755
35.735944599999996,139.8097541
35.735944499999995,139.8097522
35.7359443,139.8097488
35.735943999999996,139.8097469
35.735943999999996,139.8097462
35.735943899999995,139.80974519999998
35.7359438,139.8097443
35.735943899999995,139.8097426
35.7359438,139.8097417
35.735943999999996,139.80974
35.735943899999995,139.8097391
35.7359435,139.8097353
35.7359435,139.80973419999998
35.7359434,139.8097334
35.735943299999995,139.8097315
35.7359434,139.8097306
35.7359432,139.8097277
35.735943,139.8097242
35.735942699999995,139.8097224
35.735942699999995,139.8097216
35.7359426,139.80972
35.7359424,139.8097182
35.7359424,139.8097173
35.7359424,139.80971639999999
35.7359422,139.8097148
35.735942,139.8097132
35.7359419,139.8097124
35.7359418,139.80971169999998
35.7359417,139.80971019999998
35.7359416,139.8097095
35.7359416,139.809708
35.7359416,139.80970729999999
35.7359416,139.8097066
35.7359414,139.809706
35.7359413,139.8097038
35.7359413,139.8097029
35.7359412,139.80970209999998
35.7359411,139.8097014
35.7359411,139.8096974
35.7359411,139.8096967
35.7359411,139.80969589999998
35.7359411,139.8096952
35.7359408,139.8096927
35.7359408,139.8096918
35.7359407,139.8096909
35.7359408,139.8096902
35.7359406,139.8096884
35.7359405,139.8096857
35.7359405,139.8096847
35.7359404,139.8096838
35.7359402,139.80968289999998
35.7359402,139.8096818
35.7359402,139.8096809
35.73594,139.8096788
35.7359399,139.8096769
35.7359398,139.8096759
35.735939699999996,139.8096749
35.7359398,139.809674
35.7359396,139.80967189999998
35.7359395,139.8096711
35.7359394,139.8096693
35.735939099999996,139.8096675
35.7359392,139.80966669999998
35.7359392,139.8096649
35.7359392,139.8096641
35.735939099999996,139.80966229999999
35.7359392,139.80966039999998
35.735939,139.8096596
35.7359386,139.8096578
35.7359386,139.8096568
35.7359386,139.8096551
35.735938399999995,139.80965329999998
35.735938399999995,139.8096524
35.7359383,139.80965
35.7359382,139.8096477
35.7359381,139.8096458
35.735938,139.8096448
35.735937899999996,139.8096439
35.735938,139.8096419
35.735938,139.80964079999998
35.7359382,139.80963889999998
35.7359383,139.8096371
35.7359382,139.8096362
35.7359381,139.8096342
35.7359381,139.80963119999998
35.735938,139.8096302
35.7359381,139.8096291
35.735937799999995,139.80962829999999
35.735937899999996,139.8096271
35.7359377,139.8096254
35.7359377,139.8096233
35.7359375,139.8096223
35.7359375,139.8096214
35.7359375,139.80961969999998
35.735937299999996,139.8096187
35.735937299999996,139.80961779999998
35.735937299999996,139.809617
35.735937299999996,139.809616
35.735937299999996,139.8096141
35.7359371,139.8096122
35.7359368,139.8096105
35.735936599999995,139.8096095
35.735936699999996,139.80960869999998
35.735936599999995,139.80960779999998
35.735936599999995,139.8096032
35.7359365,139.8096014
35.7359363,139.8095997
35.735936099999996,139.809598
35.735936099999996,139.809597
35.7359362,139.809595
35.735935999999995,139.8095941
35.7359359,139.8095932
35.735935999999995,139.8095912
35.7359359,139.8095892
35.7359358,139.8095883
35.7359357,139.8095861
35.7359357,139.8095852
35.7359359,139.8095822
35.7359358,139.8095813
35.7359357,139.8095794
35.7359356,139.80957759999998
35.735935399999995,139.80957569999998
35.735935399999995,139.80957379999998
35.735935399999995,139.8095729
35.735935,139.8095678
35.7359349,139.8095657
35.7359347,139.8095648
35.7359347,139.80956279999998
35.7359345,139.8095587
35.7359344,139.80955559999998
35.7359344,139.8095545
35.735934199999996,139.8095526
35.735934199999996,139.80955029999998
35.735934199999996,139.80954699999998
35.7359341,139.8095448
35.735934,139.8095437
35.735934,139.80954269999998
35.7359339,139.8095416
35.7359338,139.8095405
35.735933599999996,139.80953829999999
35.7359335,139.8095372
35.7359337,139.8095361
35.735933599999996,139.80953399999999
35.7359338,139.809533
35.7359337,139.8095299
35.735933599999996,139.8095287
35.7359333,139.80952539999998
35.7359332,139.8095243
35.7359332,139.8095212
35.7359332,139.8095201
35.7359333,139.8095191
35.7359332,139.80951819999999
35.7359332,139.8095161
35.735932999999996,139.80951299999998
35.7359329,139.80951199999998
35.7359328,139.8095099
35.7359326,139.8095088
35.7359325,139.8095059
35.735932399999996,139.8095049
35.7359322,139.8095031
35.735932,139.8095021
35.7359317,139.80950009999998
35.7359317,139.8094992
35.7359315,139.80949719999998
35.7359314,139.80949619999998
35.7359313,139.8094951
35.7359313,139.8094941
35.735931199999996,139.8094921
35.735931199999996,139.8094912
35.735931199999996,139.8094903
35.7359309,139.809488
35.7359309,139.80948469999998
35.7359309,139.8094835
35.7359309,139.8094825
35.7359309,139.80948139999998
35.7359308,139.8094803
35.735930599999996,139.8094792
35.735930599999996,139.8094781
35.7359302,139.8094748
35.7359301,139.80947369999998
35.735929899999995,139.8094727
35.7359298,139.8094716
35.7359297,139.8094693
35.7359298,139.8094683
35.7359297,139.80946609999998
35.7359292,139.80946169999999
35.7359292,139.8094607
35.7359292,139.8094587
35.735929299999995,139.8094564
35.7359292,139.8094554
35.7359291,139.8094543
35.735929,139.8094523
35.7359289,139.8094513
35.735928799999996,139.80945029999998
35.735928799999996,139.8094485
35.735928799999996,139.8094476
35.7359285,139.80944499999998
35.7359285,139.8094443
35.7359285,139.8094424
35.7359283,139.8094419
35.735928699999995,139.8094411
35.7359286,139.809441
35.7359285,139.8094408
35.7359284,139.8094406
35.7359284,139.8094403
35.735928099999995,139.80944
35.735928099999995,139.8094391
35.735928099999995,139.809439
35.7359279,139.8094389
35.735928,139.8094389
35.735928,139.80943879999998
35.735928,139.80943879999998
35.735928,139.8094387
35.735928099999995,139.80943879999998
35.735928099999995,139.8094387
35.735928,139.8094387
35.735928099999995,139.8094387
35.735928,139.8094386
35.735928,139.8094385
35.735928,139.8094385
35.7359279,139.8094385
35.735928,139.8094384
35.735928,139.8094384
35.735928,139.8094382
35.7359279,139.8094381
35.7359279,139.809438
35.7359279,139.809438
35.7359279,139.809438
35.7359279,139.8094379
35.7359279,139.8094379
35.7359278,139.80943779999998
35.7359279,139.80943779999998
35.7359278,139.80943779999998
35.7359278,139.8094376
35.7359278,139.8094376
35.7359278,139.8094376
35.7359278,139.8094376
35.7359278,139.8094375
35.7359278,139.8094374
35.7359278,139.80943729999998
35.7359278,139.80943729999998
35.7359279,139.8094372
35.7359278,139.8094372
35.7359278,139.8094371
35.7359278,139.8094371
35.7359278,139.809437
35.7359277,139.80943689999998
35.7359278,139.809437
35.7359278,139.80943689999998
35.7359278,139.8094368
35.7359278,139.8094368
35.7359278,139.80943639999998
35.7359279,139.8094362
35.7359279,139.8094362
35.7359279,139.8094361
35.7359279,139.809436
35.7359278,139.8094361
35.735928,139.8094361
35.735928,139.809436
35.7359279,139.809436
35.7359279,139.8094358
35.735928,139.8094358
35.735928,139.8094357
35.735928,139.8094355
35.735928,139.8094355
35.7359279,139.8094353
35.735928099999995,139.80943539999998
35.735928099999995,139.8094355
35.735928099999995,139.8094357
35.7359279,139.8094358
35.735928,139.8094358
35.7359279,139.8094357
35.7359279,139.8094357
35.7359278,139.8094356
35.7359273,139.8094357
35.7359267,139.80943589999998
35.7359258,139.8094362
35.735924499999996,139.809436
